keperluan,izin,kategori
bertemu keluarga dan orang tua,IB,Bertemu Keluarga
bertemu orang tua dan memperbaiki laptop (menambahkan ssd),IB,Membeli Barang
bertemu orang tua dan keluarga,IB,Bertemu Keluarga
bertemu orangtua dan keluarga,IB,Bertemu Keluarga
bertemu orang tua dan keluarga,IB,Bertemu Keluarga
bertemu orang tua dan keluarga,IB,Bertemu Keluarga
exitclearance dan akan kembali ketika wisuda,IB,Tamat Kuliah
ingi menemui orangtua dan keluarga.,IB,Bertemu Keluarga
libur natal dan tahun baru bersama keluarga,IB,Bertemu Keluarga
libur semester dan berkumpul dengan keluarga,IB,Bertemu Keluarga
ingin bertemu orangtua dan keluarga,IB,Bertemu Keluarga
"bertemu dengan orangtua , dan menghindari virus covid.",IB,Bertemu Keluarga
bertemu keluarga dan libur imlek,IB,Bertemu Keluarga
bertemu dengan orangtua dan keluarga.,IB,Bertemu Keluarga
bertemu keluarga dan orang tua,IB,Bertemu Keluarga
bertemu orang tua dan keluarga,IB,Bertemu Keluarga
bertemu orangtua dan keluarga,IB,Bertemu Keluarga
merayakan paskah dengan keluarga,IB,Bertemu Keluarga
berjumpa dengan orangtua dan keluarga,IB,Bertemu Keluarga
bertemu keluarga dan orang tua,IB,Bertemu Keluarga
bertemu keluarga,IB,Bertemu Keluarga
bertemu keluarga dan orang tua,IB,Bertemu Keluarga
bertemu dengan orang tua,IB,Bertemu Keluarga
bertemu orang tua dan keluarga,IB,Bertemu Keluarga
bertemu keluarga dan orang tua,IB,Bertemu Keluarga
bertemu orang tua dan memperbaiki laptop (menambahkan ssd),IB,Membeli Barang
bertemu orang tua dan keluarga,IB,Bertemu Keluarga
bertemu orangtua dan keluarga,IB,Bertemu Keluarga
bertemu orang tua dan keluarga,IB,Bertemu Keluarga
bertemu orang tua dan keluarga,IB,Bertemu Keluarga
exitclearance dan akan kembali ketika wisuda,IB,Tamat Kuliah
ingi menemui orangtua dan keluarga.,IB,Bertemu Keluarga
libur natal dan tahun baru bersama keluarga,IB,Bertemu Keluarga
libur semester dan berkumpul dengan keluarga,IB,Bertemu Keluarga
ingin bertemu orangtua dan keluarga,IB,Bertemu Keluarga
"bertemu dengan orangtua , dan menghindari virus covid.",IB,Bertemu Keluarga
bertemu keluarga dan libur imlek,IB,Bertemu Keluarga
bertemu dengan orangtua dan keluarga.,IB,Bertemu Keluarga
bertemu keluarga dan orang tua,IB,Bertemu Keluarga
bertemu orang tua dan keluarga,IB,Bertemu Keluarga
bertemu orangtua dan keluarga,IB,Bertemu Keluarga
merayakan paskah dengan keluarga,IB,Bertemu Keluarga
berjumpa dengan orangtua dan keluarga,IB,Bertemu Keluarga
bertemu keluarga dan orang tua,IB,Bertemu Keluarga
bertemu keluarga,IB,Bertemu Keluarga
bertemu keluarga dan orang tua,IB,Bertemu Keluarga
bertemu dengan orang tua,IB,Bertemu Keluarga
bertemu orang tua dan keluarga,IB,Bertemu Keluarga
bertemu keluarga dan orang tua,IB,Bertemu Keluarga
bertemu orang tua dan memperbaiki laptop (menambahkan ssd),IB,Membeli Barang
bertemu orang tua dan keluarga,IB,Bertemu Keluarga
bertemu orangtua dan keluarga,IB,Bertemu Keluarga
bertemu orang tua dan keluarga,IB,Bertemu Keluarga
bertemu orang tua dan keluarga,IB,Bertemu Keluarga
exitclearance dan akan kembali ketika wisuda,IB,Tamat Kuliah
ingi menemui orangtua dan keluarga.,IB,Bertemu Keluarga
libur natal dan tahun baru bersama keluarga,IB,Bertemu Keluarga
libur semester dan berkumpul dengan keluarga,IB,Bertemu Keluarga
ingin bertemu orangtua dan keluarga,IB,Bertemu Keluarga
"bertemu dengan orangtua , dan menghindari virus covid.",IB,Bertemu Keluarga
bertemu keluarga dan libur imlek,IB,Bertemu Keluarga
bertemu dengan orangtua dan keluarga.,IB,Bertemu Keluarga
bertemu keluarga dan orang tua,IB,Bertemu Keluarga
bertemu orang tua dan keluarga,IB,Bertemu Keluarga
bertemu orangtua dan keluarga,IB,Bertemu Keluarga
merayakan paskah dengan keluarga,IB,Bertemu Keluarga
berjumpa dengan orangtua dan keluarga,IB,Bertemu Keluarga
bertemu keluarga dan orang tua,IB,Bertemu Keluarga
bertemu keluarga,IB,Bertemu Keluarga
bertemu keluarga dan orang tua,IB,Bertemu Keluarga
bertemu dengan orang tua,IB,Bertemu Keluarga
bertemu orang tua dan keluarga,IB,Bertemu Keluarga
bertemu keluarga dan orang tua,IB,Bertemu Keluarga
bertemu orang tua dan memperbaiki laptop (menambahkan ssd),IB,Membeli Barang
bertemu orang tua dan keluarga,IB,Bertemu Keluarga
bertemu orangtua dan keluarga,IB,Bertemu Keluarga
bertemu orang tua dan keluarga,IB,Bertemu Keluarga
bertemu orang tua dan keluarga,IB,Bertemu Keluarga
exitclearance dan akan kembali ketika wisuda,IB,Tamat Kuliah
ingi menemui orangtua dan keluarga.,IB,Bertemu Keluarga
libur natal dan tahun baru bersama keluarga,IB,Bertemu Keluarga
libur semester dan berkumpul dengan keluarga,IB,Bertemu Keluarga
ingin bertemu orangtua dan keluarga,IB,Bertemu Keluarga
"bertemu dengan orangtua , dan menghindari virus covid.",IB,Bertemu Keluarga
bertemu keluarga dan libur imlek,IB,Bertemu Keluarga
bertemu dengan orangtua dan keluarga.,IB,Bertemu Keluarga
bertemu keluarga dan orang tua,IB,Bertemu Keluarga
bertemu orang tua dan keluarga,IB,Bertemu Keluarga
bertemu orangtua dan keluarga,IB,Bertemu Keluarga
merayakan paskah dengan keluarga,IB,Bertemu Keluarga
berjumpa dengan orangtua dan keluarga,IB,Bertemu Keluarga
bertemu keluarga dan orang tua,IB,Bertemu Keluarga
bertemu keluarga,IB,Bertemu Keluarga
bertemu keluarga dan orang tua,IB,Bertemu Keluarga
bertemu dengan orang tua,IB,Bertemu Keluarga
bertemu orang tua dan keluarga,IB,Bertemu Keluarga
bertemu keluarga dan orang tua,IB,Bertemu Keluarga
bertemu orang tua dan memperbaiki laptop (menambahkan ssd),IB,Membeli Barang
bertemu orang tua dan keluarga,IB,Bertemu Keluarga
bertemu orangtua dan keluarga,IB,Bertemu Keluarga
bertemu orang tua dan keluarga,IB,Bertemu Keluarga
bertemu orang tua dan keluarga,IB,Bertemu Keluarga
exitclearance dan akan kembali ketika wisuda,IB,Tamat Kuliah
ingi menemui orangtua dan keluarga.,IB,Bertemu Keluarga
libur natal dan tahun baru bersama keluarga,IB,Bertemu Keluarga
libur semester dan berkumpul dengan keluarga,IB,Bertemu Keluarga
ingin bertemu orangtua dan keluarga,IB,Bertemu Keluarga
"bertemu dengan orangtua , dan menghindari virus covid.",IB,Bertemu Keluarga
bertemu keluarga dan libur imlek,IB,Bertemu Keluarga
bertemu dengan orangtua dan keluarga.,IB,Bertemu Keluarga
bertemu keluarga dan orang tua,IB,Bertemu Keluarga
bertemu orang tua dan keluarga,IB,Bertemu Keluarga
bertemu orangtua dan keluarga,IB,Bertemu Keluarga
merayakan paskah dengan keluarga,IB,Bertemu Keluarga
berjumpa dengan orangtua dan keluarga,IB,Bertemu Keluarga
bertemu keluarga dan orang tua,IB,Bertemu Keluarga
bertemu keluarga,IB,Bertemu Keluarga
bertemu keluarga dan orang tua,IB,Bertemu Keluarga
bertemu dengan orang tua,IB,Bertemu Keluarga
bertemu orang tua dan keluarga,IB,Bertemu Keluarga
bertemu keluarga dan orang tua,IB,Bertemu Keluarga
bertemu orang tua dan memperbaiki laptop (menambahkan ssd),IB,Membeli Barang
bertemu orang tua dan keluarga,IB,Bertemu Keluarga
bertemu orangtua dan keluarga,IB,Bertemu Keluarga
bertemu orang tua dan keluarga,IB,Bertemu Keluarga
bertemu orang tua dan keluarga,IB,Bertemu Keluarga
exitclearance dan akan kembali ketika wisuda,IB,Tamat Kuliah
ingi menemui orangtua dan keluarga.,IB,Bertemu Keluarga
libur natal dan tahun baru bersama keluarga,IB,Bertemu Keluarga
libur semester dan berkumpul dengan keluarga,IB,Bertemu Keluarga
ingin bertemu orangtua dan keluarga,IB,Bertemu Keluarga
"bertemu dengan orangtua , dan menghindari virus covid.",IB,Bertemu Keluarga
bertemu keluarga dan libur imlek,IB,Bertemu Keluarga
bertemu dengan orangtua dan keluarga.,IB,Bertemu Keluarga
bertemu keluarga dan orang tua,IB,Bertemu Keluarga
bertemu orang tua dan keluarga,IB,Bertemu Keluarga
bertemu orangtua dan keluarga,IB,Bertemu Keluarga
merayakan paskah dengan keluarga,IB,Bertemu Keluarga
berjumpa dengan orangtua dan keluarga,IB,Bertemu Keluarga
bertemu keluarga dan orang tua,IB,Bertemu Keluarga
bertemu keluarga,IB,Bertemu Keluarga
bertemu keluarga dan orang tua,IB,Bertemu Keluarga
bertemu dengan orang tua,IB,Bertemu Keluarga
bertemu orang tua dan keluarga,IB,Bertemu Keluarga
bertemu keluarga dan orang tua,IB,Bertemu Keluarga
bertemu orang tua dan memperbaiki laptop (menambahkan ssd),IB,Membeli Barang
bertemu orang tua dan keluarga,IB,Bertemu Keluarga
bertemu orangtua dan keluarga,IB,Bertemu Keluarga
bertemu orang tua dan keluarga,IB,Bertemu Keluarga
bertemu orang tua dan keluarga,IB,Bertemu Keluarga
exitclearance dan akan kembali ketika wisuda,IB,Tamat Kuliah
ingi menemui orangtua dan keluarga.,IB,Bertemu Keluarga
libur natal dan tahun baru bersama keluarga,IB,Bertemu Keluarga
libur semester dan berkumpul dengan keluarga,IB,Bertemu Keluarga
ingin bertemu orangtua dan keluarga,IB,Bertemu Keluarga
"bertemu dengan orangtua , dan menghindari virus covid.",IB,Bertemu Keluarga
bertemu keluarga dan libur imlek,IB,Bertemu Keluarga
bertemu dengan orangtua dan keluarga.,IB,Bertemu Keluarga
bertemu keluarga dan orang tua,IB,Bertemu Keluarga
bertemu orang tua dan keluarga,IB,Bertemu Keluarga
bertemu orangtua dan keluarga,IB,Bertemu Keluarga
merayakan paskah dengan keluarga,IB,Bertemu Keluarga
berjumpa dengan orangtua dan keluarga,IB,Bertemu Keluarga
bertemu keluarga dan orang tua,IB,Bertemu Keluarga
bertemu keluarga,IB,Bertemu Keluarga
bertemu keluarga dan orang tua,IB,Bertemu Keluarga
bertemu dengan orang tua,IB,Bertemu Keluarga
bertemu orang tua dan keluarga,IB,Bertemu Keluarga
bertemu keluarga dan orang tua,IB,Bertemu Keluarga
bertemu orang tua dan memperbaiki laptop (menambahkan ssd),IB,Membeli Barang
bertemu orang tua dan keluarga,IB,Bertemu Keluarga
bertemu orangtua dan keluarga,IB,Bertemu Keluarga
bertemu orang tua dan keluarga,IB,Bertemu Keluarga
bertemu orang tua dan keluarga,IB,Bertemu Keluarga
exitclearance dan akan kembali ketika wisuda,IB,Tamat Kuliah
ingi menemui orangtua dan keluarga.,IB,Bertemu Keluarga
libur natal dan tahun baru bersama keluarga,IB,Bertemu Keluarga
libur semester dan berkumpul dengan keluarga,IB,Bertemu Keluarga
ingin bertemu orangtua dan keluarga,IB,Bertemu Keluarga
"bertemu dengan orangtua , dan menghindari virus covid.",IB,Bertemu Keluarga
bertemu keluarga dan libur imlek,IB,Bertemu Keluarga
bertemu dengan orangtua dan keluarga.,IB,Bertemu Keluarga
bertemu keluarga dan orang tua,IB,Bertemu Keluarga
bertemu orang tua dan keluarga,IB,Bertemu Keluarga
bertemu orangtua dan keluarga,IB,Bertemu Keluarga
merayakan paskah dengan keluarga,IB,Bertemu Keluarga
berjumpa dengan orangtua dan keluarga,IB,Bertemu Keluarga
bertemu keluarga dan orang tua,IB,Bertemu Keluarga
bertemu keluarga,IB,Bertemu Keluarga
bertemu keluarga dan orang tua,IB,Bertemu Keluarga
bertemu dengan orang tua,IB,Bertemu Keluarga
bertemu orang tua dan keluarga,IB,Bertemu Keluarga
bertemu keluarga dan orang tua,IB,Bertemu Keluarga
bertemu orang tua dan memperbaiki laptop (menambahkan ssd),IB,Membeli Barang
bertemu orang tua dan keluarga,IB,Bertemu Keluarga
bertemu orangtua dan keluarga,IB,Bertemu Keluarga
bertemu orang tua dan keluarga,IB,Bertemu Keluarga
bertemu orang tua dan keluarga,IB,Bertemu Keluarga
exitclearance dan akan kembali ketika wisuda,IB,Tamat Kuliah
ingi menemui orangtua dan keluarga.,IB,Bertemu Keluarga
libur natal dan tahun baru bersama keluarga,IB,Bertemu Keluarga
libur semester dan berkumpul dengan keluarga,IB,Bertemu Keluarga
ingin bertemu orangtua dan keluarga,IB,Bertemu Keluarga
"bertemu dengan orangtua , dan menghindari virus covid.",IB,Bertemu Keluarga
bertemu keluarga dan libur imlek,IB,Bertemu Keluarga
bertemu dengan orangtua dan keluarga.,IB,Bertemu Keluarga
bertemu keluarga dan orang tua,IB,Bertemu Keluarga
bertemu orang tua dan keluarga,IB,Bertemu Keluarga
bertemu orangtua dan keluarga,IB,Bertemu Keluarga
merayakan paskah dengan keluarga,IB,Bertemu Keluarga
berjumpa dengan orangtua dan keluarga,IB,Bertemu Keluarga
bertemu keluarga dan orang tua,IB,Bertemu Keluarga
bertemu keluarga,IB,Bertemu Keluarga
bertemu keluarga dan orang tua,IB,Bertemu Keluarga
bertemu dengan orang tua,IB,Bertemu Keluarga
bertemu orang tua dan keluarga,IB,Bertemu Keluarga
bertemu keluarga dan orang tua,IB,Bertemu Keluarga
bertemu orang tua dan memperbaiki laptop (menambahkan ssd),IB,Membeli Barang
bertemu orang tua dan keluarga,IB,Bertemu Keluarga
bertemu orangtua dan keluarga,IB,Bertemu Keluarga
bertemu orang tua dan keluarga,IB,Bertemu Keluarga
bertemu orang tua dan keluarga,IB,Bertemu Keluarga
exitclearance dan akan kembali ketika wisuda,IB,Tamat Kuliah
ingi menemui orangtua dan keluarga.,IB,Bertemu Keluarga
libur natal dan tahun baru bersama keluarga,IB,Bertemu Keluarga
libur semester dan berkumpul dengan keluarga,IB,Bertemu Keluarga
ingin bertemu orangtua dan keluarga,IB,Bertemu Keluarga
"bertemu dengan orangtua , dan menghindari virus covid.",IB,Bertemu Keluarga
bertemu keluarga dan libur imlek,IB,Bertemu Keluarga
bertemu dengan orangtua dan keluarga.,IB,Bertemu Keluarga
bertemu keluarga dan orang tua,IB,Bertemu Keluarga
bertemu orang tua dan keluarga,IB,Bertemu Keluarga
bertemu orangtua dan keluarga,IB,Bertemu Keluarga
merayakan paskah dengan keluarga,IB,Bertemu Keluarga
berjumpa dengan orangtua dan keluarga,IB,Bertemu Keluarga
bertemu keluarga dan orang tua,IB,Bertemu Keluarga
bertemu keluarga,IB,Bertemu Keluarga
bertemu keluarga dan orang tua,IB,Bertemu Keluarga
bertemu dengan orang tua,IB,Bertemu Keluarga
bertemu orang tua dan keluarga,IB,Bertemu Keluarga
bertemu keluarga dan orang tua,IB,Bertemu Keluarga
bertemu orang tua dan memperbaiki laptop (menambahkan ssd),IB,Membeli Barang
bertemu orang tua dan keluarga,IB,Bertemu Keluarga
bertemu orangtua dan keluarga,IB,Bertemu Keluarga
bertemu orang tua dan keluarga,IB,Bertemu Keluarga
bertemu orang tua dan keluarga,IB,Bertemu Keluarga
exitclearance dan akan kembali ketika wisuda,IB,Tamat Kuliah
ingin bertemu dengan keluarga,IB,Bertemu Keluarga
ingin bertemu dengan keluarga,IB,Bertemu Keluarga
libur natal dan tahun baru,IB,Bertemu Keluarga
libur semester,IB,Bertemu Keluarga
proyek akhir 1,IB,Tugas Kuliah
bertemu orangtua,IB,Bertemu Keluarga
pembelajaran jarak jauh,IB,Lainnya
bertemu dengan keluarga,IB,Bertemu Keluarga
bertemu keluarga,IB,Bertemu Keluarga
bertemu dengan orangtua,IB,Bertemu Keluarga
bertemu dengan keluarga_x000d_,IB,Bertemu Keluarga
libur lebaran,IB,Bertemu Keluarga
bertemu orangtua,IB,Bertemu Keluarga
sakit dan perlu karantina mandiri di rumah,IB,Bertemu Keluarga
bertemu orang tua,IB,Bertemu Keluarga
bertemu keluarga,IB,Bertemu Keluarga
bertemu keluarga,IB,Bertemu Keluarga
exit clearance,IB,Tamat Kuliah
ingin bertemu dengan keluarga,IB,Bertemu Keluarga
ingin bertemu dengan keluarga,IB,Bertemu Keluarga
libur natal dan tahun baru,IB,Bertemu Keluarga
libur semester,IB,Bertemu Keluarga
proyek akhir 1,IB,Tugas Kuliah
bertemu orangtua,IB,Bertemu Keluarga
pembelajaran jarak jauh,IB,Lainnya
bertemu dengan keluarga,IB,Bertemu Keluarga
bertemu keluarga,IB,Bertemu Keluarga
bertemu dengan orangtua,IB,Bertemu Keluarga
bertemu dengan keluarga_x000d_,IB,Bertemu Keluarga
libur lebaran,IB,Bertemu Keluarga
bertemu orangtua,IB,Bertemu Keluarga
sakit dan perlu karantina mandiri di rumah,IB,Bertemu Keluarga
bertemu orang tua,IB,Bertemu Keluarga
bertemu keluarga,IB,Bertemu Keluarga
bertemu keluarga,IB,Bertemu Keluarga
exit clearance,IB,Tamat Kuliah
ingin bertemu dengan keluarga,IB,Bertemu Keluarga
ingin bertemu dengan keluarga,IB,Bertemu Keluarga
libur natal dan tahun baru,IB,Bertemu Keluarga
libur semester,IB,Bertemu Keluarga
proyek akhir 1,IB,Tugas Kuliah
bertemu orangtua,IB,Bertemu Keluarga
pembelajaran jarak jauh,IB,Lainnya
bertemu dengan keluarga,IB,Bertemu Keluarga
bertemu keluarga,IB,Bertemu Keluarga
bertemu dengan orangtua,IB,Bertemu Keluarga
bertemu dengan keluarga_x000d_,IB,Bertemu Keluarga
libur lebaran,IB,Bertemu Keluarga
bertemu orangtua,IB,Bertemu Keluarga
sakit dan perlu karantina mandiri di rumah,IB,Bertemu Keluarga
bertemu orang tua,IB,Bertemu Keluarga
bertemu keluarga,IB,Bertemu Keluarga
bertemu keluarga,IB,Bertemu Keluarga
exit clearance,IB,Tamat Kuliah
ingin bertemu dengan keluarga,IB,Bertemu Keluarga
ingin bertemu dengan keluarga,IB,Bertemu Keluarga
libur natal dan tahun baru,IB,Bertemu Keluarga
libur semester,IB,Bertemu Keluarga
proyek akhir 1,IB,Tugas Kuliah
bertemu orangtua,IB,Bertemu Keluarga
pembelajaran jarak jauh,IB,Lainnya
bertemu dengan keluarga,IB,Bertemu Keluarga
bertemu keluarga,IB,Bertemu Keluarga
bertemu dengan orangtua,IB,Bertemu Keluarga
bertemu dengan keluarga_x000d_,IB,Bertemu Keluarga
libur lebaran,IB,Bertemu Keluarga
bertemu orangtua,IB,Bertemu Keluarga
sakit dan perlu karantina mandiri di rumah,IB,Bertemu Keluarga
bertemu orang tua,IB,Bertemu Keluarga
bertemu keluarga,IB,Bertemu Keluarga
bertemu keluarga,IB,Bertemu Keluarga
exit clearance,IB,Tamat Kuliah
ingin bertemu dengan keluarga,IB,Bertemu Keluarga
ingin bertemu dengan keluarga,IB,Bertemu Keluarga
libur natal dan tahun baru,IB,Bertemu Keluarga
libur semester,IB,Bertemu Keluarga
proyek akhir 1,IB,Tugas Kuliah
bertemu orangtua,IB,Bertemu Keluarga
pembelajaran jarak jauh,IB,Lainnya
bertemu dengan keluarga,IB,Bertemu Keluarga
bertemu keluarga,IB,Bertemu Keluarga
bertemu dengan orangtua,IB,Bertemu Keluarga
bertemu dengan keluarga_x000d_,IB,Bertemu Keluarga
libur lebaran,IB,Bertemu Keluarga
bertemu orangtua,IB,Bertemu Keluarga
sakit dan perlu karantina mandiri di rumah,IB,Bertemu Keluarga
bertemu orang tua,IB,Bertemu Keluarga
bertemu keluarga,IB,Bertemu Keluarga
bertemu keluarga,IB,Bertemu Keluarga
exit clearance,IB,Tamat Kuliah
ingin bertemu dengan keluarga,IB,Bertemu Keluarga
ingin bertemu dengan keluarga,IB,Bertemu Keluarga
libur natal dan tahun baru,IB,Bertemu Keluarga
libur semester,IB,Bertemu Keluarga
proyek akhir 1,IB,Tugas Kuliah
bertemu orangtua,IB,Bertemu Keluarga
pembelajaran jarak jauh,IB,Lainnya
bertemu dengan keluarga,IB,Bertemu Keluarga
bertemu keluarga,IB,Bertemu Keluarga
bertemu dengan orangtua,IB,Bertemu Keluarga
bertemu dengan keluarga_x000d_,IB,Bertemu Keluarga
libur lebaran,IB,Bertemu Keluarga
bertemu orangtua,IB,Bertemu Keluarga
sakit dan perlu karantina mandiri di rumah,IB,Bertemu Keluarga
bertemu orang tua,IB,Bertemu Keluarga
bertemu keluarga,IB,Bertemu Keluarga
bertemu keluarga,IB,Bertemu Keluarga
exit clearance,IB,Tamat Kuliah
ingin bertemu dengan keluarga,IB,Bertemu Keluarga
ingin bertemu dengan keluarga,IB,Bertemu Keluarga
libur natal dan tahun baru,IB,Bertemu Keluarga
libur semester,IB,Bertemu Keluarga
proyek akhir 1,IB,Tugas Kuliah
bertemu orangtua,IB,Bertemu Keluarga
pembelajaran jarak jauh,IB,Lainnya
bertemu dengan keluarga,IB,Bertemu Keluarga
bertemu keluarga,IB,Bertemu Keluarga
bertemu dengan orangtua,IB,Bertemu Keluarga
bertemu dengan keluarga_x000d_,IB,Bertemu Keluarga
libur lebaran,IB,Bertemu Keluarga
bertemu orangtua,IB,Bertemu Keluarga
sakit dan perlu karantina mandiri di rumah,IB,Bertemu Keluarga
bertemu orang tua,IB,Bertemu Keluarga
bertemu keluarga,IB,Bertemu Keluarga
bertemu keluarga,IB,Bertemu Keluarga
exit clearance,IB,Tamat Kuliah
ingin bertemu dengan keluarga,IB,Bertemu Keluarga
ingin bertemu dengan keluarga,IB,Bertemu Keluarga
libur natal dan tahun baru,IB,Bertemu Keluarga
libur semester,IB,Bertemu Keluarga
proyek akhir 1,IB,Tugas Kuliah
bertemu orangtua,IB,Bertemu Keluarga
pembelajaran jarak jauh,IB,Lainnya
bertemu dengan keluarga,IB,Bertemu Keluarga
bertemu keluarga,IB,Bertemu Keluarga
bertemu dengan orangtua,IB,Bertemu Keluarga
bertemu dengan keluarga_x000d_,IB,Bertemu Keluarga
libur lebaran,IB,Bertemu Keluarga
bertemu orangtua,IB,Bertemu Keluarga
sakit dan perlu karantina mandiri di rumah,IB,Bertemu Keluarga
bertemu orang tua,IB,Bertemu Keluarga
bertemu keluarga,IB,Bertemu Keluarga
bertemu keluarga,IB,Bertemu Keluarga
exit clearance,IB,Tamat Kuliah
ingin bertemu dengan keluarga,IB,Bertemu Keluarga
ingin bertemu dengan keluarga,IB,Bertemu Keluarga
libur natal dan tahun baru,IB,Bertemu Keluarga
libur semester,IB,Bertemu Keluarga
proyek akhir 1,IB,Tugas Kuliah
bertemu orangtua,IB,Bertemu Keluarga
pembelajaran jarak jauh,IB,Lainnya
bertemu dengan keluarga,IB,Bertemu Keluarga
bertemu keluarga,IB,Bertemu Keluarga
bertemu dengan orangtua,IB,Bertemu Keluarga
bertemu dengan keluarga_x000d_,IB,Bertemu Keluarga
libur lebaran,IB,Bertemu Keluarga
bertemu orangtua,IB,Bertemu Keluarga
sakit dan perlu karantina mandiri di rumah,IB,Bertemu Keluarga
bertemu orang tua,IB,Bertemu Keluarga
bertemu keluarga,IB,Bertemu Keluarga
bertemu keluarga,IB,Bertemu Keluarga
exit clearance,IB,Tamat Kuliah
ingin bertemu dengan keluarga,IB,Bertemu Keluarga
ingin bertemu dengan keluarga,IB,Bertemu Keluarga
